x,PINN,MLE
0,0.006805404,0.006805404
0.5, 2.983357108892059, 2.983357108892059
1, 2.2147632234063384, 2.5734329109675255
2, 1.2877961455623619, 2.3497160918575706
3, 0.8167044278481721, 2.218894576375486
4, 0.5194540012866773,2.125470616
5, 0.2702302033509552, 1.902620905708931
6, 0.12595451875472016, 1.8808900450337054
7,0.079662107, 1.669984056390031
8, 0.058571788201728626, 1.503079634136108
9,0.015020559, 1.4488461861206681
10, 0.026348913317110013, 1.2036754216665268
